2.51636	-0.724856
2.47232	-0.706309
-1.20583	0.349392
2.00888	-0.411597
2.02565	-0.425336
-2.93312	-0.829576
-1.23063	0.327491
-0.591303	0.738077
-0.797444	0.643099
0.841599	0.618059
0.0659389	0.840295
-2.11357	-0.493849
2.63912	-0.768435
-0.821819	0.629485
2.83279	-0.814981
-1.76889	-0.195529
1.12328	0.419352
2.98521	-0.834815
0.545672	0.754426
2.14069	-0.513742
-0.719961	0.682978
-1.96982	-0.378819
2.6033	-0.756918
-1.12661	0.416615
2.16738	-0.53273
0.311586	0.814489
-0.233381	0.826516
0.5551	0.75118
-0.397225	0.796895
-1.63448	-0.0635977
0.808655	0.636901
3.05013	-0.839205
-1.04493	0.481149
-1.10758	0.432108
0.771331	0.657114
0.964188	0.539703
2.74641	-0.79737
-0.785141	0.649775
-1.25087	0.309335
-2.10524	-0.487622
-2.24307	-0.583287
-0.277644	0.820168
1.48944	0.0811794
1.25282	0.307576
-2.79124	-0.807117
0.854087	0.61067
2.65575	-0.773459
-1.47378	0.0967137
0.0386375	0.841068
-1.8018	-0.226958
2.86699	-0.820642
3.08647	-0.840649
-0.277956	0.820119
2.06981	-0.460504
2.49977	-0.718055
0.822316	0.629202
0.101637	0.838671
1.81446	-0.238923
2.91255	-0.827075
1.88462	-0.303816
-0.853027	0.611303
0.824134	0.628165
-0.459491	0.781008
1.21877	0.338012
-1.73104	-0.15888
-1.08573	0.449553
0.479896	0.775207
0.713203	0.686213
1.06223	0.467912
0.386471	0.79937
0.499625	0.769311
-1.82571	-0.249501
-2.37781	-0.661056
3.0152	-0.837134
0.761676	0.662147
1.85569	-0.27737
0.307344	0.815238
-3.12	-0.841345
1.33206	0.234276
-2.13291	-0.508102
-2.21682	-0.566307
-2.43729	-0.690416
1.94228	-0.355077
-2.68884	-0.782859
-2.82297	-0.813223
-3.13678	-0.841465
1.27241	0.289759
-2.70806	-0.787958
-2.31271	-0.625441
-1.57301	-0.00221105
2.84637	-0.817315
-0.28722	0.818638
0.637173	0.719985
0.671585	0.705293
2.8244	-0.813483
-0.731728	0.677252
-3.11356	-0.841259
0.245592	0.824882
-1.10249	0.436206
-0.022762	0.841331
